"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"137","서울특별시 강서구 화곡동","1014-35","1014","0035","시원아트빌나동","월세","59.9700","202605","30","13,000","55","2","2002","강서로45가길 44","202607~202807","갱신","-","12,000","40","연립다세대"
"138","서울특별시 마포구 합정동","429-21","0429","0021","은솜빌라","월세","30.2400","202605","30","10,000","43","3","2001","양화로3길 71-11","202607~202807","갱신","-","10,000","39","연립다세대"
"139","서울특별시 마포구 토정동","3-6","0003","0006","더스테이","전세","31.0900","202605","30","27,250","0","2","2017","대흥로4길 66","202607~202807","갱신","-","26,750","0","연립다세대"
"140","서울특별시 은평구 역촌동","4-29","0004","0029","청운명가(4-29)","월세","32.0300","202605","30","2,500","75","2","2014","연서로14길 21-30","202606~202806","갱신","사용","2,500","65","연립다세대"
"141","서울특별시 광진구 구의동","220-6","0220","0006","형지드림하우스(220-6)","월세","42.8900","202605","30","22,000","9","3","2012","구의로 20-3","202606~202806","갱신","-","22,000","5","연립다세대"
"142","경기도 오산시 양산동","443-7","0443","0007","LINEVILLAGE104","월세","45.7000","202605","30","1,700","51","2","2020","양산로 330-13","202607~202806","갱신","사용","1,700","49","연립다세대"
"143","경기도 구리시 수택동","466-29","0466","0029","오상466-29","전세","40.5600","202605","30","12,500","0","3","1993","원수택로52번길 12-29","202605~202805","갱신","-","11,000","0","연립다세대"
"144","경기도 파주시 금촌동","936-19","0936","0019","조은빌리지","전세","16.2400","202605","30","5,000","0","3","2012","동산7길 11","202606~202806","갱신","-","5,000","0","연립다세대"
"145","서울특별시 송파구 잠실동","243-24","0243","0024","(243-24)","월세","47.4600","202605","30","4,000","84","3","2015","백제고분로19길 30-17","202606~202806","갱신","-","4,000","79","연립다세대"
"146","서울특별시 관악구 봉천동","866-2","0866","0002","덕산타워","전세","17.4800","202605","30","21,800","0","10","2019","남부순환로220길 28","202608~202808","갱신","-","21,000","0","연립다세대"
"147","서울특별시 동작구 상도동","279-577","0279","0577","이레빌","전세","56.0200","202605","30","20,500","0","3","2008","양녕로23길 110","202606~202806","갱신","사용","19,800","0","연립다세대"
"148","서울특별시 양천구 신정동","972-6","0972","0006","삼익퀸즈포디엄신정","월세","13.9000","202605","30","5,000","63","15","2020","신월로 289","202607~202707","갱신","-","5,000","60","연립다세대"
"149","서울특별시 동대문구 장안동","453-11","0453","0011","아성뜨란채","월세","37.7800","202605","30","29,100","15","3","2017","천호대로91길 20","202606~202806","갱신","사용","27,800","15","연립다세대"
"150","서울특별시 동대문구 장안동","326-5","0326","0005","하우젠캐슬","전세","43.4400","202605","30","31,500","0","2","2018","답십리로69길 75","202606~202706","갱신","-","30,000","0","연립다세대"
"151","서울특별시 광진구 자양동","769-29","0769","0029","한양에버빌","전세","59.1500","202605","30","42,000","0","2","2023","자양로19길 34","202606~202806","갱신","-","42,000","0","연립다세대"
"152","서울특별시 송파구 삼전동","163-6","0163","0006","삼전동1주택","전세","23.1000","202605","30","12,385","0","1","2001","백제고분로32길 6-37","202606~202806","갱신","-","11,796","0","연립다세대"
"153","서울특별시 송파구 잠실동","213-47","0213","0047","(213-47)","전세","42.5700","202605","30","36,000","0","4","2017","석촌호수로12길 19-20","202606~202706","갱신","-","35,500","0","연립다세대"
"154","서울특별시 강남구 역삼동","791-11","0791","0011","클로버빌딩","월세","66.0100","202605","30","13,000","123","3","2004","역삼로20길 13","202606~202805","갱신","-","13,000","115","연립다세대"
"155","서울특별시 광진구 자양동","771-20","0771","0020","로빈힐즈","전세","25.3300","202605","30","23,100","0","2","2020","자양로19가길 14-1","202608~202708","갱신","사용","22,000","0","연립다세대"
"156","서울특별시 성동구 금호동3가","1187","1187","0000","(1187-0)","전세","41.5200","202605","30","5,500","0","-1","1993","금호산10길 7-12","202606~202806","갱신","-","5,500","0","연립다세대"
"157","서울특별시 성동구 도선동","329-1","0329","0001","에코하우스(1동)","월세","12.0700","202605","30","1,000","50","5","2011","무학로6길 18-1","202606~202806","갱신","-","1,000","47","연립다세대"
"158","서울특별시 용산구 이태원동","258-318","0258","0318","(258-318)","전세","56.8400","202605","30","28,000","0","1","2007","회나무로13나길 47","202606~202806","갱신","사용","27,000","0","연립다세대"
"159","서울특별시 강남구 청담동","35-9","0035","0009","(35-9)","월세","13.3200","202605","30","2,500","59","2","2011","삼성로135길 37-4","202605~202705","갱신","-","1,000","56","연립다세대"
"160","서울특별시 용산구 한강로1가","218-2","0218","0002","아인하우스1차(218-2)","전세","15.7300","202605","30","18,800","0","5","2018","한강대로62길 68","202606~202806","갱신","-","18,300","0","연립다세대"
"161","서울특별시 송파구 송파동","150-5","0150","0005","The테라","월세","35.4700","202605","30","33,150","6","2","2020","가락로28길 7-11","202606~202806","갱신","-","33,150","0","연립다세대"
"162","서울특별시 송파구 잠실동","297-18","0297","0018","(297-18)","월세","33.5900","202605","30","7,000","40","5","2003","백제고분로12길 12-16","202605~202706","갱신","-","7,000","40","연립다세대"
"163","서울특별시 광진구 구의동","57-28","0057","0028","선경쉐리빌가동","전세","56.8800","202605","30","27,000","0","4","2002","천호대로135길 10-14","202606~202806","갱신","-","27,000","0","연립다세대"
"164","경기도 성남시 수정구 신흥동","5383","5383","0000","리치빌(5383-0)","월세","44.4600","202605","30","5,000","50","2","2007","수정남로 108","202605~202805","갱신","-","10,500","0","연립다세대"
"165","서울특별시 강동구 천호동","562-2","0562","0002","더결블레스","전세","16.8700","202605","30","22,000","0","9","2020","진황도로25길 14","202607~202807","갱신","-","22,000","0","연립다세대"
"166","서울특별시 송파구 방이동","227-15","0227","0015","인텍스빌","월세","75.1900","202605","30","44,000","20","4","2002","오금로25길 10","202607~202807","갱신","-","44,000","0","연립다세대"
"167","서울특별시 강남구 신사동","554-28","0554","0028","아트빌","전세","42.4700","202605","30","34,650","0","2","2011","논현로157길 50","202607~202807","갱신","-","33,000","0","연립다세대"
"168","서울특별시 서대문구 북가좌동","285-4","0285","0004","(285-4)","월세","71.5900","202605","30","5,000","93","2","2002","증가로17길 7","202605~202805","갱신","사용","10,000","70","연립다세대"
"169","서울특별시 광진구 중곡동","101-19","0101","0019","미담하우스","전세","27.6000","202605","30","25,000","0","4","2017","영화사로3가길 5","202606~202806","갱신","-","25,000","0","연립다세대"
"170","제주특별자치도 서귀포시 대정읍 보성리","2405","2405","0000","라온프라이빗에듀","월세","59.9854","202605","30","1,000","108","2","2014","에듀시티로 74","202607~202707","갱신","-","1,000","125","연립다세대"
"171","경기도 용인시 기흥구 신갈동","331-13","0331","0013","JINUHAUSⅡ","전세","44.8600","202605","30","12,600","0","4","2017","신정로151번길 21-3","202606~202806","갱신","사용","12,000","0","연립다세대"
"172","경기도 고양시 일산동구 성석동","195-45","0195","0045","은하팰리스(101,102,103동)","전세","54.0232","202605","30","13,600","0","1","2018","동국로197번길 119","202606~202806","갱신","-","14,200","0","연립다세대"
"173","경기도 고양시 덕양구 행신동","644-120","0644","0120","정원","월세","16.5600","202605","30","500","48","2","2013","충장로103번길 150","202606~202806","갱신","-","500","46","연립다세대"
"174","경기도 안양시 동안구 호계동","925-3","0925","0003","탑빌라","월세","70.1700","202605","30","20,000","5","2","1995","경수대로685번길 21","202605~202805","갱신","-","19,000","0","연립다세대"
"175","서울특별시 강동구 성내동","224-33","0224","0033","대우파크빌","전세","33.0100","202605","30","22,000","0","5","2013","풍성로41길 64-20","202605~202805","갱신","-","20,000","0","연립다세대"
"176","서울특별시 관악구 봉천동","196-260","0196","0260","리치빌","월세","17.6300","202605","30","5,000","60","4","2014","낙성대역길 70","202607~202707","갱신","사용","5,000","60","연립다세대"
"177","서울특별시 마포구 망원동","416-54","0416","0054","유진빌라(416-54)","전세","53.1400","202605","30","22,000","0","4","2007","망원로4길 11","202605~202812","갱신","-","17,000","0","연립다세대"
"178","서울특별시 중랑구 상봉동","127-16","0127","0016","경수하이빌","전세","29.8400","202605","30","18,500","0","2","2015","망우로36길 44","202606~202806","갱신","사용","18,500","0","연립다세대"
"179","서울특별시 광진구 자양동","601-10","0601","0010","시그니처601","전세","28.3900","202605","30","35,000","0","4","2020","자양번영로 24","202606~202806","갱신","사용","33,800","0","연립다세대"
"180","경기도 고양시 일산동구 식사동","839-9","0839","0009","해리티지1동","전세","50.9200","202605","30","20,000","0","2","2018","고양대로 960-1","202606~202806","갱신","-","21,500","0","연립다세대"
"181","울산광역시 중구 태화동","24-10","0024","0010","경성맨션","월세","81.1300","202605","30","3,000","40","1","1980","화진길 5","202606~202806","갱신","-","2,000","40","연립다세대"
"182","서울특별시 송파구 가락동","187-13","0187","0013","에셀트리빌","전세","44.5750","202605","30","22,000","0","2","2010","문정로13길 19-13","202605~202805","갱신","-","22,000","0","연립다세대"
"183","서울특별시 송파구 석촌동","57-21","0057","0021","(57-21)","월세","44.0300","202605","30","10,000","58","4","2003","석촌호수로18길 20-11","202606~202806","갱신","-","10,000","55","연립다세대"
"184","서울특별시 송파구 송파동","142-13","0142","0013","송림빌라","월세","42.6000","202605","30","10,000","75","4","2004","가락로31길 12-1","202608~202808","갱신","사용","15,000","50","연립다세대"
"185","서울특별시 강남구 신사동","552-10","0552","0010","스위트빌","전세","78.3400","202605","30","37,800","0","3","2002","논현로159길 36-5","202606~202706","갱신","사용","36,000","0","연립다세대"
"186","서울특별시 강서구 화곡동","98-168","0098","0168","동광빌라5차","전세","46.8000","202605","30","16,800","0","1","1996","초록마을로4길 16","202606~202806","갱신","-","16,800","0","연립다세대"
"187","서울특별시 마포구 성산동","200-254","0200","0254","해오름","전세","29.2900","202605","30","23,150","0","2","2016","새터산10길 25","202606~202806","갱신","-","22,050","0","연립다세대"
"188","서울특별시 중랑구 묵동","75-3","0075","0003","대고샤인빌","전세","59.3400","202605","30","36,700","0","6","2020","공릉로12길 33","202607~202807","갱신","사용","36,700","0","연립다세대"
"189","제주특별자치도 서귀포시 대정읍 구억리","1187","1187","0000","제주푸르지오더퍼스트","월세","130.0244","202605","30","4,000","292","3","2024","서광남로 47","202607~202707","갱신","-","4,000","333","연립다세대"
"190","충청남도 금산군 금산읍 상리","13-8","0013","0008","인삼","월세","57.8700","202605","30","500","35","1","1986","후곤천길 29","202605~202705","갱신","사용","500","35","연립다세대"
"191","충청북도 괴산군 괴산읍 동부리","150-3","0150","0003","남산예가","전세","56.3460","202605","30","11,000","0","4","2015","남산길 44","202605~202805","갱신","-","10,500","0","연립다세대"
"192","경기도 광주시 능평동","338-28","0338","0028","럭키참조은(B동)","전세","57.7800","202605","30","14,900","0","3","2012","능평로 46-41","202606~202806","갱신","사용","14,900","0","연립다세대"
"193","경기도 과천시 별양동","26-7","0026","0007","(26-7)","전세","55.1900","202605","30","35,700","0","2","2023","향촌3길 39","202606~202706","갱신","-","34,000","0","연립다세대"
"194","경기도 부천시 오정구 고강동","336-7","0336","0007","부강빌리지다/라동","전세","59.0500","202605","30","12,800","0","4","1997","원종로119번길 14-12","202606~202806","갱신","-","13,200","0","연립다세대"
"195","경기도 수원시 장안구 율전동","416-6","0416","0006","(416-6)","월세","28.2110","202605","30","5,000","31","3","2015","율전로80번길 29","202607~202707","갱신","-","5,000","37","연립다세대"
"196","서울특별시 강동구 천호동","237-61","0237","0061","프라임캐슬","월세","43.8300","202605","30","25,500","25","3","2016","구천면로42길 24","202606~202806","갱신","-","24,000","25","연립다세대"
"197","서울특별시 송파구 방이동","58-15","0058","0015","(58-15)","월세","30.7500","202605","30","5,000","48","2","2002","올림픽로34길 28","202606~202806","갱신","사용","5,000","45","연립다세대"
"198","서울특별시 송파구 잠실동","247-2","0247","0002","가산하우스","전세","29.8200","202605","30","21,000","0","3","2016","백제고분로19길 16-8","202606~202806","갱신","-","21,000","0","연립다세대"
"199","서울특별시 송파구 잠실동","242-14","0242","0014","정재빌라트","월세","25.4800","202605","30","10,000","18","3","2009","삼전로13길 16","202608~202808","갱신","-","10,000","15","연립다세대"
