"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-06-01 ~ 2026-06-30"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"164","전남광주통합특별시 북구 삼각동","7**","12m미만","56.00","월세","202606","29","1,000","50","","설죽로471번길","202606~202806","갱신","-","1,000","50","단독다가구"
"165","경기도 화성시 동탄구 석우동","1*","12m미만","23.10","월세","202606","29","200","50","","동학산1길","202607~202707","갱신","-","200","45","단독다가구"
"166","경기도 수원시 영통구 원천동","3**","8m미만","18.00","월세","202606","29","500","36","2004","중부대로462번길","202607~202707","갱신","-","500","34","단독다가구"
"167","경기도 화성시 동탄구 석우동","1*","12m미만","19.80","월세","202606","29","200","42","","동학산1길","202607~202707","갱신","-","200","37","단독다가구"
"168","서울특별시 양천구 목동","5**","8m미만","38.38","월세","202606","29","8,000","30","1994","목동중앙본로30길","202607~202807","갱신","-","8,000","25","단독다가구"
"169","경기도 고양시 덕양구 도내동","1***","25m미만","49.50","전세","202606","29","14,700","0","2014","도래울2로","202607~202807","갱신","-","14,000","0","단독다가구"
"170","서울특별시 광진구 중곡동","1**","8m미만","64.68","월세","202606","29","8,000","70","1990","능동로40길","202607~202807","갱신","사용","8,000","55","단독다가구"
"171","서울특별시 동작구 신대방동","6**","8m미만","42.00","전세","202606","29","8,500","0","1992","신대방4길","202606~202806","갱신","-","6,500","0","단독다가구"
"172","서울특별시 광진구 구의동","2**","8m미만","40.20","월세","202606","29","17,000","15","1996","아차산로53길","202607~202807","갱신","-","17,000","15","단독다가구"
"173","서울특별시 은평구 응암동","1**","8m미만","44.79","월세","202606","29","1,000","62","1998","은평로4길","202607~202807","갱신","-","1,000","50","단독다가구"
"174","서울특별시 금천구 독산동","1***","8m미만","40.00","전세","202606","29","11,000","0","1994","시흥대로84라길","202606~203006","갱신","사용","10,500","0","단독다가구"
"175","경기도 부천시 원미구 중동","8**","12m미만","178.02","전세","202606","29","8,000","0","1997","중동로88번길","202606~202806","갱신","-","7,500","0","단독다가구"
"176","서울특별시 송파구 거여동","6**","12m미만","61.87","월세","202606","29","5,000","137","2024","위례북로1길","202607~202807","갱신","-","5,000","130","단독다가구"
"177","대전광역시 유성구 신성동","1**","12m미만","21.00","전세","202606","29","3,700","0","2000","신성남로111번길","202607~202807","갱신","-","3,500","0","단독다가구"
"178","경기도 고양시 덕양구 지축동","8**","25m미만","158.38","월세","202606","29","44,000","8","2021","오부자로","202607~202807","갱신","-","44,000","0","단독다가구"
"179","경기도 수원시 권선구 고색동","2**","12m미만","50.00","월세","202606","29","1,000","55","1996","고산로5번길","202606~202806","갱신","-","1,000","55","단독다가구"
"180","경기도 고양시 덕양구 토당동","8**","12m미만","20.00","월세","202606","29","300","30","2002","지도로13번길","202606~202706","갱신","-","300","23","단독다가구"
"181","경상남도 진주시 신안동","8**","25m미만","58.91","전세","202606","29","13,000","0","","진양호로293번길","202607~202807","갱신","사용","13,000","0","단독다가구"
"182","경상남도 창원시 의창구 봉곡동","1**","12m미만","70.00","전세","202606","29","10,000","0","1997","봉곡로97번길","202606~202806","갱신","-","8,000","0","단독다가구"
"183","경기도 광명시 하안동","6**","8m미만","33.09","전세","202606","29","12,400","0","","안재로6번길","202609~202809","갱신","-","11,500","0","단독다가구"
"184","부산광역시 서구 서대신동2가","1**","8m미만","87.00","전세","202606","29","11,000","0","1933","대영로45번길","202607~202807","갱신","-","6,000","50","단독다가구"
"185","서울특별시 종로구 가회동","*","8m미만","102.49","월세","202606","29","33,000","67","","북촌로11길","202608~202807","갱신","-","27,500","55","단독다가구"
"186","대전광역시 서구 갈마동","2**","8m미만","33.00","전세","202606","29","10,000","0","2011","계룡로","202607~202807","갱신","-","10,000","0","단독다가구"
"187","서울특별시 광진구 자양동","7**","8m미만","35.00","전세","202606","29","30,000","0","2022","아차산로45길","202607~202806","갱신","사용","30,000","0","단독다가구"
"188","서울특별시 동작구 상도동","2**","8m미만","20.00","월세","202606","29","12,000","10","2017","성대로5길","202608~202807","갱신","-","12,000","0","단독다가구"
"189","서울특별시 서대문구 남가좌동","*","8m미만","70.96","월세","202606","29","21,500","10","1990","명지대5길","202607~202807","갱신","-","21,500","0","단독다가구"
"190","서울특별시 강남구 청담동","1*","8m미만","115.06","전세","202606","29","60,000","0","1995","삼성로145길","202606~202806","갱신","-","55,000","0","단독다가구"
"191","충청북도 청주시 상당구 금천동","2**","12m미만","30.00","월세","202606","29","1,000","50","2017","중고개로321번길","202606~202706","갱신","-","1,000","40","단독다가구"
"192","경기도 고양시 일산동구 중산동","1***","12m미만","50.00","월세","202606","29","2,000","50","1997","탄중로431번길","202606~202710","갱신","-","5,000","45","단독다가구"
"193","서울특별시 중랑구 면목동","6**","8m미만","30.00","월세","202606","29","1,000","50","1991","사가정로46길","202607~202807","갱신","-","1,000","45","단독다가구"
"194","서울특별시 중랑구 면목동","3**","8m미만","26.61","전세","202606","29","10,000","0","1975","면목로28길","202607~202807","갱신","-","9,500","0","단독다가구"
"195","서울특별시 강동구 성내동","4**","8m미만","54.00","월세","202606","29","5,000","60","1991","양재대로95길","202606~202806","갱신","-","5,000","50","단독다가구"
"196","서울특별시 마포구 염리동","*","8m미만","18.00","월세","202606","29","500","45","1991","숭문16길","202608~202808","갱신","-","500","45","단독다가구"
"197","서울특별시 금천구 독산동","1***","8m미만","33.00","전세","202606","29","4,500","0","1989","시흥대로84가길","202606~202806","갱신","-","3,500","0","단독다가구"
"198","서울특별시 중랑구 면목동","5**","12m미만","40.00","전세","202606","29","21,000","0","2019","면목로40길","202607~202807","갱신","-","20,000","0","단독다가구"
"199","경기도 남양주시 오남읍 팔현리","3**","8m미만","115.50","전세","202606","29","19,000","0","2000","팔현로207번안길","202607~202807","갱신","-","18,000","0","단독다가구"
"200","서울특별시 은평구 불광동","4**","8m미만","59.22","전세","202606","29","12,000","0","1989","통일로82나길","202606~202806","갱신","-","12,000","0","단독다가구"
"201","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202606","29","500","40","1991","디지털로52길","202606~202710","갱신","-","6,500","0","단독다가구"
"202","경기도 남양주시 다산동","6***","12m미만","59.74","전세","202606","29","30,000","0","2020","다산중앙로82번안길","202607~202807","갱신","사용","29,000","0","단독다가구"
"203","경상북도 안동시 용상동","1***","8m미만","66.00","월세","202606","29","500","30","1995","전거리7길","202606~202806","갱신","-","5,000","0","단독다가구"
"204","서울특별시 송파구 잠실동","1**","8m미만","82.50","전세","202606","29","16,000","0","2002","백제고분로7길","202606~202806","갱신","-","16,000","0","단독다가구"
"205","서울특별시 강동구 암사동","4**","8m미만","129.00","전세","202606","29","3,000","0","1987","암사19길","202608~202808","갱신","-","4,000","0","단독다가구"
"206","경기도 고양시 덕양구 향동동","5**","12m미만","49.44","월세","202606","29","5,000","79","2020","향기3로","202607~203007","갱신","-","5,000","70","단독다가구"
"207","경기도 파주시 동패동","1***","12m미만","108.69","전세","202606","29","21,680","0","2017","동패로51번길","202607~202708","갱신","-","20,650","0","단독다가구"
"208","경기도 성남시 중원구 성남동","3***","12m미만","53.00","월세","202606","29","2,000","58","1993","광명로94번길","202607~202807","갱신","사용","2,000","55","단독다가구"
"209","경기도 고양시 덕양구 향동동","5**","12m미만","39.16","월세","202606","29","16,000","21","","향기3로","202607~203007","갱신","-","16,000","13","단독다가구"
"210","경기도 성남시 중원구 상대원동","1***","8m미만","69.87","전세","202606","29","18,000","0","1998","박석로15번길","202606~202806","갱신","-","16,000","0","단독다가구"
"211","경기도 고양시 덕양구 토당동","8**","12m미만","20.00","월세","202606","29","300","35","","지도로13번길","202607~202807","갱신","-","300","30","단독다가구"
"212","대전광역시 중구 용두동","2*","12m미만","51.50","전세","202606","29","6,000","0","","선화로12번길","202606~202806","갱신","-","6,000","0","단독다가구"
"213","인천광역시 남동구 논현동","5**","12m미만","49.00","전세","202606","28","12,000","0","2009","함박뫼로","202606~202806","갱신","-","12,000","0","단독다가구"
"214","제주특별자치도 서귀포시 서호동","1***","25m미만","72.62","월세","202606","28","300","46","1999","김정문화로","202606~202706","갱신","-","300","42","단독다가구"
"215","경기도 광주시 신현동","1**","8m미만","50.00","전세","202606","28","14,000","0","2012","문형산길","202607~202807","갱신","-","14,000","0","단독다가구"
"216","대전광역시 서구 관저동","1***","12m미만","86.90","전세","202606","28","10,000","0","2018","관저남로12번길","202608~202808","갱신","-","10,000","100","단독다가구"
"217","경기도 군포시 산본동","1***","8m미만","42.92","전세","202606","28","8,000","0","1996","곡란로104번길","202607~202807","갱신","-","7,500","0","단독다가구"
"218","서울특별시 강동구 성내동","8*","8m미만","49.59","월세","202606","28","6,000","40","1997","천호옛길","202606~202806","갱신","-","6,000","30","단독다가구"
"219","인천광역시 서해구 청라동","1**","12m미만","67.95","전세","202606","28","16,000","0","","보석로17번안길","202606~202806","갱신","-","16,000","0","단독다가구"
"220","서울특별시 서대문구 대현동","1**","12m미만","26.00","월세","202606","28","3,000","35","2000","연세로2마길","202606~202806","갱신","-","3,000","32","단독다가구"
"221","경기도 고양시 덕양구 원흥동","6**","25m미만","60.00","전세","202606","28","22,000","0","2015","서삼릉길","202606~202806","갱신","-","21,000","0","단독다가구"
"222","서울특별시 송파구 가락동","1**","8m미만","99.33","월세","202606","28","5,500","47","2007","동남로13길","202607~202807","갱신","-","5,500","45","단독다가구"
"223","경기도 고양시 덕양구 삼송동","7*","12m미만","70.00","월세","202606","28","22,050","4","2019","삼송로139번길","202607~202807","갱신","-","22,050","0","단독다가구"
"224","제주특별자치도 제주시 노형동","5*","8m미만","36.01","월세","202606","28","200","59","","과원로","202606~202706","갱신","-","200","57","단독다가구"
"225","서울특별시 광진구 자양동","6**","8m미만","75.27","전세","202606","28","27,000","0","2003","뚝섬로","202606~202806","갱신","-","25,000","0","단독다가구"
"226","서울특별시 영등포구 대림동","9**","8m미만","47.93","월세","202606","28","5,000","43","1995","시흥대로183길","202606~202706","갱신","-","5,000","40","단독다가구"
"227","경기도 남양주시 진건읍 용정리","8**","12m미만","48.00","전세","202606","28","9,800","0","2013","사릉로450번길","202607~202807","갱신","사용","9,400","0","단독다가구"
"228","서울특별시 서초구 서초동","1***","8m미만","18.72","월세","202606","28","500","46","1993","서초대로46길","202606~202706","갱신","-","500","44","단독다가구"
"229","전남광주통합특별시 광산구 신창동","1***","25m미만","35.00","전세","202606","28","5,000","0","2014","신창로162번길","202607~202807","갱신","-","5,000","0","단독다가구"
"230","서울특별시 강동구 둔촌동","4*","8m미만","67.02","전세","202606","28","29,000","0","1989","명일로10길","202607~202807","갱신","사용","29,000","0","단독다가구"
"231","서울특별시 관악구 봉천동","6**","8m미만","40.00","월세","202606","28","300","52","1997","봉천로23라길","202606~202806","갱신","-","300","52","단독다가구"
"232","경기도 광주시 신현동","1**","8m미만","50.00","전세","202606","28","14,000","0","2012","문형산길","202608~202808","갱신","-","14,000","0","단독다가구"
"233","경기도 고양시 덕양구 원흥동","6**","8m미만","50.00","월세","202606","28","10,000","8","2016","서삼릉길","202607~202807","갱신","-","6,500","28","단독다가구"
"234","전북특별자치도 전주시 덕진구 인후동1가","8**","8m미만","69.00","월세","202606","28","1,500","35","2010","동가재미2길","202606~202706","갱신","-","1,500","35","단독다가구"
